geo_feature_id,district_name,state_name,normalized_district,normalized_state,state_code,latitude,longitude
355,Thiruvananthapuram,KL,thiruvananthapuram,kl,,8.63285944616426,77.03558685613248
356,Thrissur,KL,thrissur,kl,,10.457156216792937,76.46876446434
357,Wayanad,KL,wayanad,kl,,11.714629015976657,76.08973931322798
358,Lakshadweep District,LD,lakshadweep_district,ld,,11.271931332284607,74.0450966155956
359,Kargil,LK,kargil,lk,,33.73384296162493,76.6306204151354
360,Leh Ladakh,LK,leh_ladakh,lk,,34.742187317150226,76.20481516245358
361,Ahmednagar,MH,ahmednagar,mh,,19.184026631759533,74.73904062852598
362,Akola,MH,akola,mh,,20.75961518747812,77.07357300197856
363,Amravati,MH,amravati,mh,,21.190070980337126,77.64887511487017
364,Aurangabad,MH,aurangabad,mh,,20.074416661017676,75.32143667145655
365,Beed,MH,beed,mh,,18.97030562634932,75.69419660087921
366,Bhandara,MH,bhandara,mh,,21.090292702790105,79.76227375468893
367,Buldhana,MH,buldhana,mh,,20.52314792418474,76.40176650759274
368,Chandrapur,MH,chandrapur,mh,,20.097810280782095,79.34539954818521
369,Dhule,MH,dhule,mh,,21.079591935454182,74.58169311123316
370,Gadchiroli,MH,gadchiroli,mh,,19.824042244793134,80.3108223653838
371,Gondia,MH,gondia,mh,,21.126696578013345,80.21071043133095
372,Hingoli,MH,hingoli,mh,,19.679561952017444,77.05110524873824
373,Jalgaon,MH,jalgaon,mh,,20.87760503791132,75.50983095305013
374,Jalna,MH,jalna,mh,,19.9166116781517,75.99355711609482
375,Kolhapur,MH,kolhapur,mh,,16.46769239312863,74.13776640101007
376,Latur,MH,latur,mh,,18.37867202228506,76.77652913300189
377,Mumbai Suburban,MH,mumbai_suburban,mh,,19.141444941612598,72.8625050603255
378,Nagpur,MH,nagpur,mh,,21.19217265106802,79.05293645084998
379,Nanded,MH,nanded,mh,,19.166859776341727,77.69987623302521
380,Nandurbar,MH,nandurbar,mh,,21.492861379815263,74.13699447347666
381,Nashik,MH,nashik,mh,,20.26085554899791,74.0376655467727
382,Osmanabad,MH,osmanabad,mh,,18.190612350257663,76.02116709333778
383,Parbhani,MH,parbhani,mh,,19.28482219767315,76.70579797537044
384,Pune,MH,pune,mh,,18.533851948349167,74.12849420184797
385,Raigad,MH,raigad,mh,,18.486719031198408,73.28034592277018
386,Ratnagiri,MH,ratnagiri,mh,,17.235793254746635,73.47882527721096
387,Sangli,MH,sangli,mh,,17.141992111036714,74.69790087161351
388,Satara,MH,satara,mh,,17.689527975985477,74.20750999632882
389,Sindhudurg,MH,sindhudurg,mh,,16.146674059139585,73.79517212466324
390,Solapur,MH,solapur,mh,,17.795843310981784,75.4010634411443
391,Thane,MH,thane,mh,,19.35379400348211,73.30690302627707
392,Wardha,MH,wardha,mh,,20.80273633423514,78.57870030327044
393,Washim,MH,washim,mh,,20.25303391731027,77.21874832325196
394,Yavatmal,MH,yavatmal,mh,,20.013201272216836,78.09357325319108
395,Palghar,MH,palghar,mh,,19.814820768998704,73.03773382662152
396,East Garo Hills,ML,east_garo_hills,ml,,25.636304800749496,90.60661774195809
397,East Khasi Hills,ML,east_khasi_hills,ml,,25.384127888932394,91.79452642584357
398,West Jaintia Hills,ML,west_jaintia_hills,ml,,25.444000525875794,92.28051081942553
399,Ri Bhoi,ML,ri_bhoi,ml,,25.887397676620278,91.84338152775851
400,South Garo Hills,ML,south_garo_hills,ml,,25.30077384629364,90.58679873233751
401,West Garo Hills,ML,west_garo_hills,ml,,25.60338435817874,90.17200781606553
402,West Khasi Hills,ML,west_khasi_hills,ml,,25.576251935943347,91.25768187455547
403,North Garo Hills,ML,north_garo_hills,ml,,25.879017283454374,90.69933406701278
404,East Jaintia Hills,ML,east_jaintia_hills,ml,,25.246429104223196,92.47527187619848
405,South West Khasi Hills,ML,south_west_khasi_hills,ml,,25.328584648246714,91.23942945472582
406,South West Garo Hills,ML,south_west_garo_hills,ml,,25.441315488159585,89.97192751205905
407,Imphal East,MN,imphal_east,mn,,24.88710611083622,94.03575774031852
408,Imphal West,MN,imphal_west,mn,,24.731163132861635,93.87741118414137
409,Saiha,MZ,saiha,mz,,22.284696300191218,93.01015448264803
410,Serchhip,MZ,serchhip,mz,,23.286306648525418,92.9393650557696
411,Dimapur,NL,dimapur,nl,,25.822881619117148,93.79559455992556
412,Kohima,NL,kohima,nl,,25.78874393236779,94.12372238466827
413,Mokokchung,NL,mokokchung,nl,,26.45750901997704,94.52667789044847
414,Mon,NL,mon,nl,,26.64966667298631,94.99363917268319
415,Phek,NL,phek,nl,,25.66476142843031,94.54465624196911
416,Bishnupur,MN,bishnupur,mn,,24.54356447338337,93.81062514884204
417,Chandel,MN,chandel,mn,,24.16875088443156,93.93978862498125
418,Churachandpur,MN,churachandpur,mn,,24.263181671975715,93.64469456641037
419,Senapati,MN,senapati,mn,,25.457868613728362,94.140856977356
420,Tamenglong,MN,tamenglong,mn,,25.091936025673135,93.5199539569086
421,Noney,MN,noney,mn,,24.61831062162758,93.37671360044608
422,Pherzawl,MN,pherzawl,mn,,24.357288143822743,93.16828803418439
423,Tuensang,NL,tuensang,nl,,26.178854364771215,94.88259871255768
424,Thoubal,MN,thoubal,mn,,24.63232363134384,94.02458357057637
425,Ukhrul,MN,ukhrul,mn,,25.32707165416698,94.4740129852761
426,Rajgarh,MP,rajgarh,mp,,23.86608659503866,76.69411376244894
427,Ratlam,MP,ratlam,mp,,23.50065816807807,75.09900465766455
428,Rewa,MP,rewa,mp,,24.811356729601744,81.6428184470951
429,Sagar,MP,sagar,mp,,23.86431610779707,78.74845170653663
